ST,YEAR,POPULA,INCOME,BRANCH,NOFACIL,N_TOTLN,N_TOTRE,N_REFRM,N_RERES,N_REOTH,N_COLLAT,N_OTHLN,N_OTHLNI,N_TOTINV,N_GOVTSEC,N_OTHSEC,N_CASH,N_OTHASS,N_TOTASS,N_TOTDEP,N_DEPIBK,N_DEPGOVT,N_DEPOTHD,N_DEPOTHT,N_BORR,N_BKNOTES,N_OTHLIAB,N_CAP,N_SURP,N_TOTLIAB,N_NOBNKS,A_TOTLN,A_TOTRE,A_REFRM,A_RERES,A_REOTH,A_OTHLNI,A_TOTINV,A_GOVTSEC,A_OTHSEC,A_CASH,A_OTHASS,A_TOTASS,A_TOTDEP,A_DEPIBK,A_DEPGOVT,A_DEPOTHD,A_DEPOTHT,A_BORR,A_BKNOTES,A_OTHLIAB,A_CAP,A_SURP,A_TOTLIAB,A_NOBNKS,N_INTD,N_INTDLN,N_INTDINV,N_INTIBK,N_XCCOLL,N_FXPROF,N_INSUR,N_TRUST,N_SECPROF,N_OTHEARN,N_GRSEARN,N_SALARY,N_INTDBOR,N_INTDEP,N_INTBKD,N_INTDD,N_INTTD,N_TAX,N_OTHEXP,N_TOTEXP,N_RECCOA,N_RECLD,N_RECSEC,N_CHGLN,N_CHGSEC,N_CHGFIX,N_CHGTRU,N_OTHLOSS,N_CHGFX,N_CHGTOT,N_DIVID,N_FAIL,C_FAIL,N_FAILASS,C_FAILASS,A_DEBITS
IL,1917,6218724,-3,-1,-1,703979,13189,-3,-3,-3,230388,460402,-3,135443,73680,61763,329558,25968,1194948,1003917,349944,6934,521862,125177,9061,26894,7152,77550,70374,1194948,469,1536781,163895,-3,-3,-3,824303,334108,132595,201513,620580,68285,2559754,2134852,438511,6934,1086530,602877,14938,26894,27971   1,91790,163309,2559754,1899,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,43311,-3,-3,-3,-3,-3,-3,-3,-3,28147,-3,-3,-3,-3,-3,-3,-3,-3,-3,3131,8081,-1,-1,-1,-1,-1
IN,1917,2859560,-3,-1,-1,171352,8061,-3,-3,-3,39434,123857,-3,67582,38207,29375,65236,13190,317360,239154,35965,2165,149620,51404,1488,26150,3288,28412,18868,317360,255,399031,106735,-3,-3,-3,231366,109413,55146,54267,135825,26739,671008,534874,46718,2165,316207,169784,3332,26150,4774,62720,39158,671008,1014,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,13583,-3,-3,-3,-3,-3,-3,-3,-3,8756,-3,-3,-3,-3,-3,-3,-3,-3,-3,1405,2612,-1,-1,-1,-1,-1
KS,1917,1745391,-3,-1,-1,103401,3222,-3,-3,-3,45275,54904,-3,25362,19928,5434,49306,4791,182860,147231,29352,899,87467,29513,955,10158,297,13498,10721,182860,228,258447,24143,-3,-3,-3,151818,32931,24086,8845,120520,11181,423079,349373,40128,899,222115,86231,2188,10158,437,35384,25539,423079,1231,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,8787,-3,-3,-3,-3,-3,-3,-3,-3,5713,-3,-3,-3,-3,-3,-3,-3,-3,-3,524,1950,-1,-1,-1,-1,-1
KY,1917,2377893,-3,-1,-1,89186,2331,-3,-3,-3,28994,57861,-3,33179,21929,11250,34078,5233,161676,114697,24434,1936,69819,18508,934,15519,2382,16741,11403,161676,133,175267,27725,-3,-3,-3,101676,49892,26883,23009,69386,16492,311037,227697,26778,1936,135999,62984,1235,15519,8552,36160,21874,311037,578,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6626,-3,-3,-3,-3,-3,-3,-3,-3,3942,-3,-3,-3,-3,-3,-3,-3,-3,-3,541,1427,-1,-1,-1,-1,-1
LA,1917,1754638,-3,-1,-1,53109,1122,-3,-3,-3,20724,31263,-3,12108,9712,2396,26914,5237,97368,74827,19403,209,47525,7690,103,4929,2584,7835,7090,97368,33,141759,19261,-3,-3,-3,67732,31473,17013,14460,71622,13582,258436,206621,34770,209,122772,48870,1988,4929,4550,22417,17931,258436,244,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4385,-3,-3,-3,-3,-3,-3,-3,-3,2637,-3,-3,-3,-3,-3,-3,-3,-3,-3,284,925,-1,-1,-1,-1,-1
MA,1917,3699635,-3,-1,-1,460613,1707,-3,-3,-3,150113,308793,-3,109981,36139,73842,137425,45949,753968,549274,93522,3261,390298,62193,23370,21554,38026,52993,68751,753968,150,1568784,601083,-3,-3,-3,580440,568951,160682,408269,261383,89232,2488350,2088896,122547,10703,780139  1,175507,29445,21554,64928,88993,194534,2488350,488,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,29946,-3,-3,-3,-3,-3,-3,-3,-3,18763,-3,-3,-3,-3,-3,-3,-3,-3,-3,1972,4837,-1,-1,-1,-1,-1
MD,1917,1401530,-3,-1,-1,108399,1280,-3,-3,-3,37250,69869,-3,41399,16480,24919,44123,7793,201714,151044,37149,1026,77120,35749,6476,8966,2698,15955,16575,201714,95,226373,35647,-3,-3,-3,112402,174327,45070,129257,78346,20186,499232,399749,43654,1026,168374,186695,7491,8966,5931,31697,45398,499232,251,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,8429,-3,-3,-3,-3,-3,-3,-3,-3,5350,-3,-3,-3,-3,-3,-3,-3,-3,-3,980,1799,-1,-1,-1,-1,-1
ME,1917,760229,-3,-1,-1,39638,501,-3,-3,-3,10612,28525,-3,34453,8114,26339,10232,1815,86138,66017,2340,223,28090,35364,857,5497,220,7065,6482,86138,64,104604,24785,-3,-3,-3,53253,155373,36808,118565,21576,5275,286828,246417,3168,223,62927,180099,2370,5497,546,11373,20625,286828,158,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3828,-3,-3,-3,-3,-3,-3,-3,-3,2386,-3,-3,-3,-3,-3,-3,-3,-3,-3,329,650,-1,-1,-1,-1,-1
MI,1917,3386527,-3,-1,-1,148340,5474,-3,-3,-3,58294,84572,-3,58846,27862,30984,53548,7834,268568,221490,26343,866,117405,76876,3462,10048,1495,17965,14108,268568,106,577413,170112,-3,-3,-3,275685,179604,64727,114877,177969,24299,959285,827699,43914,1001,354842,427942,7457,10048,2733,60088,51260,959285,828,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,11393,-3,-3,-3,-3,-3,-3,-3,-3,7734,-3,-3,-3,-3,-3,-3,-3,-3,-3,945,1708,-1,-1,-1,-1,-1
MN,1917,2289088,-3,-1,-1,282308,17204,-3,-3,-3,90645,174459,-3,51443,30506,20937,104638,12440,450829,371157,79252,871,185311,105723,6472,12871,3841,31389,25099,450829,287,527606,111617,-3,-3,-3,286080,77991,45869,32122,143405,22117,771119,645483,84931,871,259633,300048,10260,12871,5270,58860,38375,771119,1392,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,20671,-3,-3,-3,-3,-3,-3,-3,-3,14275,-3,-3,-3,-3,-3,-3,-3,-3,-3,1114,4677,-1,-1,-1,-1,-1
MO,1917,3370454,-3,-1,-1,294818,3656,-3,-3,-3,123940,167222,-3,56905,38986,17919,148875,13527,514125,417920,209179,344,176029,32368,6533,20906,6697,37085,24984,514125,131,681320,77656,-3,-3,-3,353934,133725,64386,69339,263133,31326,1109504,883101,240168,344,450062,192527,13025,20906,15669,98168,78635,1109504,1524,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,21143,-3,-3,-3,-3,-3,-3,-3,-3,13296,-3,-3,-3,-3,-3,-3,-3,-3,-3,1726,3098,-1,-1,-1,-1,-1
MS,1917,1792564,-3,-1,-1,18088,1144,-3,-3,-3,5271,11673,-3,7622,5963,1659,7733,1761,35204,25016,2660,150,16369,5837,358,2798,573,3825,2634,35204,34,73930,19851,-3,-3,-3,40264,17116,12102,5014,29648,4771,125465,97869,6133,150,57425,34161,2448,2798,1153,13584,7613,125465,296,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1890,-3,-3,-3,-3,-3,-3,-3,-3,1202,-3,-3,-3,-3,-3,-3,-3,-3,-3,184,398,-1,-1,-1,-1,-1
MT,1917,490020,-3,-1,-1,52125,2666,-3,-3,-3,18623,30836,-3,11325,7632,3693,24219,2491,90160,74636,6377,534,44557,23168,594,3301,257,6583,4789,90160,93,120253,14277,-3,-3,-3,64791,20302,11724,8578,53018,7000,200573,167997,11447,534,102226,53790,2232,3301,303,16872,9868,200573,362,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4724,-3,-3,-3,-3,-3,-3,-3,-3,2899,-3,-3,-3,-3,-3,-3,-3,-3,-3,374,1096,-1,-1,-1,-1,-1
NC,1917,2447724,-3,-1,-1,54848,1261,-3,-3,-3,18567,35020,-3,10457,8290,2167,15919,4494,85718,58778,8342,898,33665,15873,4112,6263,1081,8810,6674,85718,80,144420,15503,-3,-3,-3,90286,13815,9078,4737,38133,8703,205071,152349,13065,898,86406,51980,9242,6263,1594,20873,14750,205071,498,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4139,-3,-3,-3,-3,-3,-3,-3,-3,2584,-3,-3,-3,-3,-3,-3,-3,-3,-3,351,776,-1,-1,-1,-1,-1
ND,1917,625084,-3,-1,-1,51145,4915,-3,-3,-3,23030,23200,-3,7246,4815,2431,11825,3752,73968,59023,5030,212,25388,28393,1363,4039,217,5825,3501,73968,158,133331,16010,-3,-3,-3,56732,10118,5200,4918,28331,9220,181000,149351,6758,212,58665,83716,3566,4039,221,16570,7253,181000,853,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4705,-3,-3,-3,-3,-3,-3,-3,-3,3534,-3,-3,-3,-3,-3,-3,-3,-3,-3,236,849,-1,-1,-1,-1,-1
NE,1917,1264204,-3,-1,-1,152080,3112,-3,-3,-3,58642,90326,-3,22247,18020,4227,75809,7013,257149,218852,79395,1146,98381,39930,346,9578,271,15225,12877,257149,191,308075,24151,-3,-3,-3,199764,25190,18605,6585,150132,12585,495982,427162,90672,1146,211609,123735,486,9578,312,36535,21909,495982,1081,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,10884,-3,-3,-3,-3,-3,-3,-3,-3,6853,-3,-3,-3,-3,-3,-3,-3,-3,-3,756,2800,-1,-1,-1,-1,-1
NH,1917,439292,-3,-1,-1,22500,229,-3,-3,-3,7227,15044,-3,15308,7080,8228,7525,1455,46788,30158,3164,398,24104,2492,902,4822,307,5235,5364,46788,55,90343,47749,-3,-3,-3,28678,81899,19913,61986,11417,2958,186617,157617,3245,458,26882,127032,910,4822,338,6064,16866,186617,126,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2040,-3,-3,-3,-3,-3,-3,-3,-3,1055,-3,-3,-3,-3,-3,-3,-3,-3,-3,202,480,-1,-1,-1,-1,-1
NJ,1917,2955908,-3,-1,-1,181775,4268,-3,-3,-3,46102,131405,-3,128064,35561,92503,67784,12833,390456,308209,15683,2268,213845,76413,5698,14480,5826,22342,33901,390456,203,450071,125028,-3,-3,-3,215776,361007,110195,250812,128685,31662,971425,811060,25774,4774,384476,396036,9194,14480,11362,48724,76605,971425,380,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,16032,-3,-3,-3,-3,-3,-3,-3,-3,10293,-3,-3,-3,-3,-3,-3,-3,-3,-3,1941,3011,-1,-1,-1,-1,-1
NM,1917,350099,-3,-1,-1,21102,629,-3,-3,-3,10008,10465,-3,3380,2702,678,8610,1095,34187,26895,2577,237,18083,5998,1303,1778,28,2485,1698,34187,39,33636,2360,-3,-3,-3,15319,3692,2785,907,12225,1743,51296,40100,2815,237,26660,10388,1872,1778,132,4931,2483,51296,107,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1962,-3,-3,-3,-3,-3,-3,-3,-3,1154,-3,-3,-3,-3,-3,-3,-3,-3,-3,258,395,-1,-1,-1,-1,-1
NV,1917,78721,-3,-1,-1,6877,674,-3,-3,-3,2223,3980,-3,2985,2105,880,3765,518,14145,10972,1025,52,7447,2448,0,1219,62,1435,457,14145,10,16462,2696,-3,-3,-3,9731,4820,3041,1779,9073,1354,31709,26143,1230,52,15199,9662,0,1219,110,3131,1106,31709,31,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,636,-3,-3,-3,-3,-3,-3,-3,-3,362,-3,-3,-3,-3,-3,-3,-3,-3,-3,78,121,-1,-1,-1,-1,-1
NY,1917,9986157,-3,-1,-1,2261864,6760,-3,-3,-3,1099675,1155429,-3,722176,261939,460237,1005889,163411,4153340,3350197,1082294,79588,1967501,220814   1,57115,68448,134632   1,72308,270640,4153340,476,5570910,1258700,-3,-3,-3,1851850,2463745,1035737,1428008,2119480,502727,10656862,9002777,1651794,80855,4602001  2,668127   1,69576,68448,314907   3,89266,711888,10656862,1082,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,145329,-3,-3,-3,-3,-3,-3,-3,-3,80753,-3,-3,-3,-3,-3,-3,-3,-3,-3,15915,24838,-1,-1,-1,-1,-1
OH,1917,5441775,-3,-1,-1,431635,10603,-3,-3,-3,156991,264041,-3,165074,94715,70359,171912,35611,804232,614293,109548,1873,386276,116596,9184,44618,16641,64587,54909,804232,371,942564,209678,-3,-3,-3,423474,403167,196229,206938,322277,68348,1736356,1429622,122145,1873,699082,606522,12569,44618,20904   1,20204,108439,1736356,1145,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,33782,-3,-3,-3,-3,-3,-3,-3,-3,20886,-3,-3,-3,-3,-3,-3,-3,-3,-3,3163,6174,-1,-1,-1,-1,-1
OK,1917,1908969,-3,-1,-1,127934,3478,-3,-3,-3,73121,51335,-3,28078,19677,8401,56809,5890,218711,180197,22484,1237,132226,24250,3652,9932,665,15818,8447,218711,336,190933,6250,-3,-3,-3,77291,33790,22574,11216,83548,9178,317449,265236,30503,1237,189855,43641,5223,9932,665,24676,11717,317449,895,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,12674,-3,-3,-3,-3,-3,-3,-3,-3,7831,-3,-3,-3,-3,-3,-3,-3,-3,-3,1139,2744,-1,-1,-1,-1,-1
OR,1917,748416,-3,-1,-1,62787,3390,-3,-3,-3,14427,44970,-3,23065,15903,7162,32162,5095,123109,100087,15866,759,58922,24540,212,6075,492,10041,6202,123109,81,107380,12608,-3,-3,-3,70634,33258,20086,13172,54754,9111,204503,164125,20460,759,96847,46059,3929,6075,1079,18897,10398,204503,258,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5451,-3,-3,-3,-3,-3,-3,-3,-3,3426,-3,-3,-3,-3,-3,-3,-3,-3,-3,780,1072,-1,-1,-1,-1,-1
PA,1917,8389144,-3,-1,-1,921153,11536,-3,-3,-3,311970,597647,-3,546189,152491,393698,396609,69675,1933626,1514139,268328,2095,897119,346597,22749,84691,23300   1,18002,170745,1933626,833,1608990,193934,-3,-3,-3,793859,1196459,279313,917146,617555,143671,3566675,2789738,304586,3714,1443511  1,37927,26559,84691,33194   2,40931,391562,3566675,1395,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,77701,-3,-3,-3,-3,-3,-3,-3,-3,49150,-3,-3,-3,-3,-3,-3,-3,-3,-3,7624,11963,-1,-1,-1,-1,-1
RI,1917,585156,-3,-1,-1,30348,28,-3,-3,-3,9649,20671,-3,18343,7496,10847,7755,1626,58072,39317,1954,546,29461,7356,480,4417,1508,5570,6780,58072,17,150810,42418,-3,-3,-3,63174,142769,29464,113305,37082,5712,336373,288413,4139,546,113986,169742,600,4417,2979,15216,24748,336373,48,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2555,-3,-3,-3,-3,-3,-3,-3,-3,1561,-3,-3,-3,-3,-3,-3,-3,-3,-3,95,438,-1,-1,-1,-1,-1
SC,1917,1631353,-3,-1,-1,46546,2081,-3,-3,-3,20702,23763,-3,10472,7647,2825,11025,4279,72322,45283,5187,249,21705,18142,4371,6231,1494,9280,5663,72322,77,113485,15603,-3,-3,-3,56228,14899,9035,5864,22986,8484,159854,103647,6610,249,47885,48903,12193,6231,3111,20979,13693,159854,403,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3984,-3,-3,-3,-3,-3,-3,-3,-3,2415,-3,-3,-3,-3,-3,-3,-3,-3,-3,256,865,-1,-1,-1,-1,-1
SD,1917,620269,-3,-1,-1,47136,3215,-3,-3,-3,18683,25238,-3,8225,5657,2568,17777,2894,76032,63666,10608,481,27946,24631,523,3504,99,5345,2895,76032,126,123508,10572,-3,-3,-3,53344,8916,5822,3094,47173,6804,186401,161966,17396,481,65621,78468,634,3504,354,13748,6195,186401,632,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4144,-3,-3,-3,-3,-3,-3,-3,-3,3047,-3,-3,-3,-3,-3,-3,-3,-3,-3,225,821,-1,-1,-1,-1,-1
TN,1917,2290863,-3,-1,-1,87711,3281,-3,-3,-3,22847,61583,-3,23876,16040,7836,36054,6215,153856,116346,22869,903,66549,26025,1332,11698,713,14300,9467,153856,112,168059,15406,-3,-3,-3,112009,30706,18932,11774,67062,14091,279918,215703,28869,903,125609,60322,2508,11698,3525,29559,16925,279918,518,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,7411,-3,-3,-3,-3,-3,-3,-3,-3,4725,-3,-3,-3,-3,-3,-3,-3,-3,-3,671,1419,-1,-1,-1,-1,-1
TX,1917,4418598,-3,-1,-1,290188,10364,-3,-3,-3,124074,155750,-3,68691,59886,8805,127728,19561,506168,359747,67061,2557,253985,36144,8280,38444,773,54590,44334,506168,537,423170,28374,-3,-3,-3,212842,73369,61111,12258,184382,37922,718843,513298,75231,2557,385829,49681,12560,38444,3324,87560,63657,718843,1553,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,28269,-3,-3,-3,-3,-3,-3,-3,-3,15445,-3,-3,-3,-3,-3,-3,-3,-3,-3,2690,7305,-1,-1,-1,-1,-1
UT,1917,425085,-3,-1,-1,30317,639,-3,-3,-3,12779,16899,-3,7434,4766,2668,11077,1986,50814,40658,9033,515,21076,10034,1150,3214,95,3405,2292,50814,24,84029,19760,-3,-3,-3,34786,13945,6362,7583,25332,6062,129368,101018,13033,515,47480,39990,5706,3214,2305,10543,6582,129368,123,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2300,-3,-3,-3,-3,-3,-3,-3,-3,1537,-3,-3,-3,-3,-3,-3,-3,-3,-3,227,390,-1,-1,-1,-1,-1
VA,1917,2231945,-3,-1,-1,149706,2741,-3,-3,-3,45879,101086,-3,32293,18947,13346,42374,9409,233782,170557,33482,1231,93592,42252,7879,14311,3550,19593,17892,233782,146,233776,23287,-3,-3,-3,142932,41463,21365,20098,61337,15540,352116,258117,35676,1231,136493,84717,9227,14311,5640,33847,30974,352116,442,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,10267,-3,-3,-3,-3,-3,-3,-3,-3,6767,-3,-3,-3,-3,-3,-3,-3,-3,-3,600,1850,-1,-1,-1,-1,-1
VT,1917,353483,-3,-1,-1,22355,844,-3,-3,-3,5356,16155,-3,14263,5399,8864,5023,999,42640,27655,1474,44,11783,14354,1197,4297,216,4985,4290,42640,48,115547,80912,-3,-3,-3,27049,35237,23106,12131,11758,4357,166899,139036,1474,44,17598,119920,2072,4297,811,7036,13647,166899,106,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1986,-3,-3,-3,-3,-3,-3,-3,-3,1224,-3,-3,-3,-3,-3,-3,-3,-3,-3,174,470,-1,-1,-1,-1,-1
WA,1917,1288308,-3,-1,-1,90081,4526,-3,-3,-3,23279,62276,-3,34708,19652,15056,45805,5493,176087,149652,22488,731,81813,44620,61,6548,1815,11760,6251,176087,77,177343,19524,-3,-3,-3,117175,57039,31665,25374,80321,17058,331761,281767,30433,731,150708,99895,1116,6548,2330,27016,12984,331761,361,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,7979,-3,-3,-3,-3,-3,-3,-3,-3,4772,-3,-3,-3,-3,-3,-3,-3,-3,-3,1090,2274,-1,-1,-1,-1,-1
WI,1917,2538811,-3,-1,-1,161070,6532,-3,-3,-3,43001,111537,-3,54270,28747,25523,49634,7410,272384,222609,27953,926,100427,93303,3468,13205,1792,18591,12719,272384,140,377876,82617,-3,-3,-3,225005,92822,37888,54934,108634,15376,594708,505420,34873,926,213479,256142,4690,13205,1838,43404,26151,594708,899,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,11733,-3,-3,-3,-3,-3,-3,-3,-3,7884,-3,-3,-3,-3,-3,-3,-3,-3,-3,989,2009,-1,-1,-1,-1,-1
WV,1917,1386258,-3,-1,-1,68715,1457,-3,-3,-3,20842,46416,-3,22603,11881,10722,25930,5719,122967,93795,6575,432,54268,32520,397,8985,475,10087,9228,122967,115,158544,13005,-3,-3,-3,109512,39267,14208,25059,55036,11714,264561,209489,9658,443,117722,81666,733,8985,939,23944,20471,264561,319,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5323,-3,-3,-3,-3,-3,-3,-3,-3,3388,-3,-3,-3,-3,-3,-3,-3,-3,-3,365,1051,-1,-1,-1,-1,-1
WY,1917,178388,-3,-1,-1,22210,777,-3,-3,-3,12600,8833,-3,4345,2421,1924,8925,818,36298,30242,2901,149,18218,8974,342,1654,36,2040,1984,36298,36,36447,3681,-3,-3,-3,14813,4879,2624,2255,13284,1461,56071,46432,3245,149,29277,13761,637,1654,36,4157,3155,56071,125,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1826,-3,-3,-3,-3,-3,-3,-3,-3,1128,-3,-3,-3,-3,-3,-3,-3,-3,-3,115,399,-1,-1,-1,-1,-1
AR,1918,1715116,-3,-1,-1,33378,1175,-3,-3,-3,12308,19895,-3,11454,9921,1533,12673,1360,58865,43214,6266,1366,31747,3835,2458,3287,239,5711,3956,58865,72,112069,14624,-3,-3,-3,76874,22984,19361,3623,35997,6133,177183,133241,11094,1378,101131,19638,9345,3287,744,19350,11216,177183,461,3054,-3,-3,-3,189,-3,8,-3,-3,69,3320,604,133,702,-3,-3,-3,188,430,2057,47,-3,-3,138,37,-3,-3,95,-3,270,614,-1,-1,-1,-1,-1
AZ,1918,302860,-3,-1,-1,12053,342,-3,-3,-3,3857,7854,-3,4394,3599,795,6142,786,23375,18802,1007,341,15012,2442,767,970,120,1550,1166,23375,18,39039,6063,-3,-3,-3,19647,11598,7656,3942,18837,2345,71819,61005,3026,437,40473,17069,767,970,810,4604,3663,71819,78,1124,-3,-3,-3,83,-3,3,-3,-3,76,1286,358,24,196,-3,-3,-3,101,208,887,96,-3,-3,69,24,-3,-3,56,-3,149,273,-1,-1,-1,-1,-1
CA,1918,3185247,-3,-1,-1,434746,11711,-3,-3,-3,134815,288220,-3,158269,121298,36971,184165,31383,808563,600893,117943,40141,355640,87169,29186,40648,30782,59735,47319,808563,270,1028819,422855,-3,-3,-3,401549,381508,242630,138878,322570,90558,1823455,1482967,143899,40187,555268,743613,33368,40648,48909   1,28854,88709,1823455,696,29696,-3,-3,-3,1217,-3,21,-3,-3,1575,32509,6197,311,8654,-3,-3,-3,2091,3782,21035,590,-3,-3,2868,826,-3,-3,637,-3,4331,5831,-1,-1,-1,-1,-1
CO,1918,909656,-3,-1,-1,103884,2669,-3,-3,-3,55758,45457,-3,47209,26501,20708,41423,4334,196850,161193,18799,8209,93569,40616,6117,7631,1131,10640,10138,196850,122,159862,7824,-3,-3,-3,67613,61253,31910,29343,61967,7416,290498,241392,21712,9344,133638,76698,7677,7631,1506,18468,13824,290498,358,9594,-3,-3,-3,243,-3,12,-3,-3,318,10167,1688,153,3005,-3,-3,-3,604,1064,6514,406,-3,-3,729,269,-3,-3,177,-3,1175,1745,-1,-1,-1,-1,-1
CT,1918,1322812,-3,-1,-1,110633,1402,-3,-3,-3,46450,62781,-3,53357,29741,23616,45771,9517,219278,154777,8324,14891,113067,18495,9768,12468,2906,19899,19460,219278,67,366981,172620,-3,-3,-3,104722,294904,106204,188700,77093,21347,760325,639942,9545,17647,188361,424389,15729,12468,5823,29273,57090,760325,227,7959,-3,-3,-3,68,-3,2,-3,-3,617,8646,1415,273,2042,-3,-3,-3,624,948,5302,319,-3,-3,186,564,-3,-3,59,-3,809,1503,-1,-1,-1,-1,-1
GA,1918,2836074,-3,-1,-1,98023,2469,-3,-3,-3,39028,56526,-3,24604,21760,2844,32962,6983,162572,109876,16002,5222,64249,24403,12513,10899,3163,13108,13013,162572,97,262565,23212,-3,-3,-3,166308,41831,32228,9603,71040,20785,396221,266610,24412,5843,144937,91418,34784,10899,6180,41820,35928,396221,756,7247,-3,-3,-3,518,-3,3,-3,-3,299,8067,1426,369,1727,-3,-3,-3,654,1024,5200,94,-3,-3,358,108,-3,-3,201,-3,667,1505,-1,-1,-1,-1,-1
IA,1918,2367051,-3,-1,-1,228515,8856,-3,-3,-3,55354,164305,-3,58713,47112,11601,58526,9910,355664,268168,56699,4670,114706,92093,25690,18729,893,24510,17674,355664,352,722249,155839,-3,-3,-3,455601,108265,86563,21702,154754,30298,1015566,830779,67378,5208,311609,446584,38091,18729,1724,78022,48221,1015566,1913,16737,-3,-3,-3,281,-3,124,-3,-3,387,17529,2871,640,6453,-3,-3,-3,910,1741,12615,244,-3,-3,701,179,-3,-3,167,-3,1047,3146,-1,-1,-1,-1,-1
ID,1918,408145,-3,-1,-1,33935,1073,-3,-3,-3,10581,22281,-3,9927,7418,2509,9223,2047,55132,39934,2345,674,27068,9847,5686,3122,116,4015,2259,55132,68,65680,4712,-3,-3,-3,38990,13834,10041,3793,17212,3962,100688,76650,3592,775,51556,20727,8601,3122,240,8286,3789,100688,204,3030,-3,-3,-3,40,-3,10,-3,-3,94,3174,611,94,767,-3,-3,-3,271,432,2175,54,-3,-3,179,36,-3,-3,84,-3,299,544,-1,-1,-1,-1,-1
IL,1918,6306336,-3,-1,-1,755190,11893,-3,-3,-3,259204,484093,-3,201548,138441,63107,298102,41380,1296220,1049111,287927,83121,545231,132832,37385,27588,30850,78220,73066,1296220,469,1602460,156301,-3,-3,-3,874215,467074,271269,195805,561700,92630,2723864,2212911,370206,115559,1081390,645756,60144,27588,57909   1,94704,170608,2723864,1903,50319,-3,-3,-3,1041,-3,17,-3,-3,1854,53231,7526,776    1,5295,-3,-3,-3,4222,5146,32965,1087,-3,-3,2049,1020,-3,-3,1207,-3,4276,10057,-1,-1,-1,-1,-1
IN,1918,2882978,-3,-1,-1,177191,8916,-3,-3,-3,37794,130481,-3,87227,60375,26852,60614,15210,340242,247280,29785,11691,150509,55295,10220,26260,8990,28487,19005,340242,258,412343,109290,-3,-3,-3,244393,146163,96890,49273,118702,27417,704625,548619,39002,13359,320366,175892,16899,26260,11564,64130,37153,704625,1036,13741,-3,-3,-3,360,-3,20,-3,-3,570,14691,2464,263,4268,-3,-3,-3,1489,1531,10015,157,-3,-3,677,690,-3,-3,371,-3,1738,2533,-1,-1,-1,-1,-1
KS,1918,1753311,-3,-1,-1,120043,3011,-3,-3,-3,54884,62148,-3,29921,24695,5226,41100,5296,196360,150529,21313,3674,95235,30307,9926,10420,843,13988,10654,196360,234,302658,23840,-3,-3,-3,178463,55461,45310,10151,105784,11796,475699,387052,32091,4260,259083,91618,13426,10420,1100,37098,26603,475699,1271,9561,-3,-3,-3,125,-3,32,-3,-3,222,9940,1894,243,2976,-3,-3,-3,710,1233,7056,114,-3,-3,314,100,-3,-3,108,-3,522,1997,-1,-1,-1,-1,-1
